date,subject,time-in,time-out
11/20/2018,Beginning Programming:  C# CS 133N,10,13
11/20/2018,Hangout,10,11
11/20/2018,Hangout,11,12
11/20/2018,Hangout,11,12
11/20/2018,Web Development 1 ASP.NET CS 295N,11,14
11/20/2018,Systems Analysis CIS 244,11,12
11/20/2018,Intermediate Prog.: Python CS 233P,11,14
11/20/2018,Other,12,14
11/20/2018,Intermediate Prog.: Python CS 233P,12,14
11/20/2018,Intermediate Prog.: Python CS 233P,12,14
11/20/2018,Intermediate Prog.: Python CS 233P,12,14
11/20/2018,Oper Systems:  Windows Clients CIS 140W,13,14
11/20/2018,Web Authoring 1 CIS 195,13,14
11/20/2018,Intro to Unix/Linux CIS 140U,13,14
11/20/2018,Hangout,13,14
11/20/2018,Data Structures 1 CS 260,13,14
11/20/2018,Computer Science 1 CS 161C+,14,15
11/20/2018,Intro to Unix/Linux CIS 140U,15,16
11/5/2018,Computer Science 1 CS 161C+,8,12
11/5/2018,Web Development 1 ASP.NET CS 295N,9,14
11/5/2018,Hangout,9,10
11/5/2018,Hangout,9,10
11/5/2018,Web Authoring 1 CIS 195,10,15
11/5/2018,Other,10,11
11/5/2018,Hangout,11,12
11/5/2018,Computer Science 1 CS 161C+,11,12
11/5/2018,Web Development 1 ASP.NET CS 295N,11,14
11/5/2018,Intermediate Prog.: Python CS 233P,11,13
11/5/2018,Software Tools 1:  Databases CIS 125D,12,13
11/5/2018,Network Security Fundamentals CS 284,12,14
11/5/2018,Intermediate Prog.: Python CS 233P,12,13
11/5/2018,Web Authoring 1 CIS 195,13,15
11/5/2018,Computer Science 1 CS 161C+,13,14
11/5/2018,Inter Mobile App Dev:Android CS 235AM,15,17
